Vm Count,Start Time,Finish Time,WallClock Time,BandWidth,Cloudlet
500,0.3,12.84425,12.54425,22.7,100
500,0.3,16.99125,16.69125,13.1,300
500,0.3,19.354,19.054,13.6,400
500,0.3,20.6865,20.3865,31.5,500
500,0.3,31.59925,31.29925,22.7,1000
