Vm Count,Start Time,Finish Time,WallClock Time,BandWidth,Cloudlet
500,0.3,17.0725,16.7725,17.3,100
500,0.3,36.43375,36.13375,13.1,300
500,0.3,38.53475,38.23475,6.7,400
500,0.3,46.349,46.049,29.7,500
500,0.3,71.21375,70.91375,23,1000
