23.33900000000007: Broker: Cloudlet 474 received
23.449000000000073: Broker: Cloudlet 17 received
23.577999999999996: Broker: Cloudlet 162 received
23.679000000000002: Broker: Cloudlet 160 received
23.708250000000074: Broker: Cloudlet 497 received
23.9115: Broker: Cloudlet 30 received
23.946250000000074: Broker: Cloudlet 5 received
24.122250000000072: Broker: Cloudlet 480 received
24.232250000000075: Broker: Cloudlet 299 received
24.235500000000002: Broker: Cloudlet 49 received
24.342250000000078: Broker: Cloudlet 231 received
24.4805: Broker: Cloudlet 363 received
24.482000000000077: Broker: Cloudlet 403 received
24.59200000000008: Broker: Cloudlet 27 received
24.911500000000082: Broker: Cloudlet 411 received
25.530750000000083: Broker: Cloudlet 201 received
25.640750000000086: Broker: Cloudlet 134 received
25.850000000000087: Broker: Cloudlet 121 received
26.053500000000085: Broker: Cloudlet 172 received
26.403500000000086: Broker: Cloudlet 123 received
26.51350000000009: Broker: Cloudlet 451 received
26.66750000000009: Broker: Cloudlet 192 received
26.777500000000092: Broker: Cloudlet 274 received
26.777500000000092: Broker: Cloudlet 53 received
26.887500000000095: Broker: Cloudlet 96 received
26.997500000000098: Broker: Cloudlet 469 received
27.1075000000001: Broker: Cloudlet 285 received
27.217500000000104: Broker: Cloudlet 476 received
27.327500000000107: Broker: Cloudlet 396 received
27.43750000000011: Broker: Cloudlet 239 received
27.547500000000113: Broker: Cloudlet 477 received
27.884750000000114: Broker: Cloudlet 189 received
28.970500000000115: Broker: Cloudlet 272 received
29.120500000000114: Broker: Cloudlet 473 received
30.095500000000115: Broker: Cloudlet 1 received
31.209750000000113: Broker: Cloudlet 266 received
31.929000000000112: Broker: Cloudlet 35 received
32.03900000000011: Broker: Cloudlet 278 received
32.659: Broker: Cloudlet 434 received
33.494000000000106: Broker: Cloudlet 168 received
33.94975000000011: Broker: Cloudlet 415 received
34.25625000000011: Broker: Cloudlet 437 received
34.36625000000011: Broker: Cloudlet 333 received
34.615750000000105: Broker: Cloudlet 225 received
35.35000000000011: Broker: Cloudlet 130 received
37.705250000000106: Broker: Cloudlet 482 received
37.986500000000106: Broker: Cloudlet 334 received
39.067: Broker: Cloudlet 112 received
39.343500000000105: Broker: Cloudlet 445 received
43.604: Broker: Cloudlet 424 received
46.831750000000106: Broker: Cloudlet 332 received
46.831750000000106: Broker: All Cloudlets executed. Finishing...
46.831750000000106: Broker: Destroying VM #0
46.831750000000106: Broker: Destroying VM #1
46.831750000000106: Broker: Destroying VM #2
46.831750000000106: Broker: Destroying VM #3
46.831750000000106: Broker: Destroying VM #4
46.831750000000106: Broker: Destroying VM #5
46.831750000000106: Broker: Destroying VM #6
46.831750000000106: Broker: Destroying VM #7
46.831750000000106: Broker: Destroying VM #8
46.831750000000106: Broker: Destroying VM #9
46.831750000000106: Broker: Destroying VM #10
46.831750000000106: Broker: Destroying VM #11
46.831750000000106: Broker: Destroying VM #12
46.831750000000106: Broker: Destroying VM #13
46.831750000000106: Broker: Destroying VM #14
46.831750000000106: Broker: Destroying VM #15
46.831750000000106: Broker: Destroying VM #16
46.831750000000106: Broker: Destroying VM #17
46.831750000000106: Broker: Destroying VM #18
46.831750000000106: Broker: Destroying VM #19
46.831750000000106: Broker: Destroying VM #20
46.831750000000106: Broker: Destroying VM #21
46.831750000000106: Broker: Destroying VM #22
46.831750000000106: Broker: Destroying VM #23
46.831750000000106: Broker: Destroying VM #24
46.831750000000106: Broker: Destroying VM #25
46.831750000000106: Broker: Destroying VM #26
46.831750000000106: Broker: Destroying VM #27
46.831750000000106: Broker: Destroying VM #28
46.831750000000106: Broker: Destroying VM #29
46.831750000000106: Broker: Destroying VM #30
46.831750000000106: Broker: Destroying VM #31
46.831750000000106: Broker: Destroying VM #32
46.831750000000106: Broker: Destroying VM #33
46.831750000000106: Broker: Destroying VM #34
46.831750000000106: Broker: Destroying VM #35
46.831750000000106: Broker: Destroying VM #36
46.831750000000106: Broker: Destroying VM #37
46.831750000000106: Broker: Destroying VM #38
46.831750000000106: Broker: Destroying VM #39
46.831750000000106: Broker: Destroying VM #40
46.831750000000106: Broker: Destroying VM #41
46.831750000000106: Broker: Destroying VM #42
46.831750000000106: Broker: Destroying VM #43
46.831750000000106: Broker: Destroying VM #44
46.831750000000106: Broker: Destroying VM #45
46.831750000000106: Broker: Destroying VM #46
46.831750000000106: Broker: Destroying VM #47
46.831750000000106: Broker: Destroying VM #48
46.831750000000106: Broker: Destroying VM #49
46.831750000000106: Broker: Destroying VM #50
46.831750000000106: Broker: Destroying VM #51
46.831750000000106: Broker: Destroying VM #52
46.831750000000106: Broker: Destroying VM #53
46.831750000000106: Broker: Destroying VM #54
46.831750000000106: Broker: Destroying VM #55
46.831750000000106: Broker: Destroying VM #56
46.831750000000106: Broker: Destroying VM #57
46.831750000000106: Broker: Destroying VM #58
46.831750000000106: Broker: Destroying VM #59
46.831750000000106: Broker: Destroying VM #60
46.831750000000106: Broker: Destroying VM #61
46.831750000000106: Broker: Destroying VM #62
46.831750000000106: Broker: Destroying VM #63
46.831750000000106: Broker: Destroying VM #64
46.831750000000106: Broker: Destroying VM #65
46.831750000000106: Broker: Destroying VM #66
46.831750000000106: Broker: Destroying VM #67
46.831750000000106: Broker: Destroying VM #68
46.831750000000106: Broker: Destroying VM #69
46.831750000000106: Broker: Destroying VM #70
46.831750000000106: Broker: Destroying VM #71
46.831750000000106: Broker: Destroying VM #72
46.831750000000106: Broker: Destroying VM #73
46.831750000000106: Broker: Destroying VM #74
46.831750000000106: Broker: Destroying VM #75
46.831750000000106: Broker: Destroying VM #76
46.831750000000106: Broker: Destroying VM #77
46.831750000000106: Broker: Destroying VM #78
46.831750000000106: Broker: Destroying VM #79
46.831750000000106: Broker: Destroying VM #80
46.831750000000106: Broker: Destroying VM #81
46.831750000000106: Broker: Destroying VM #82
46.831750000000106: Broker: Destroying VM #83
46.831750000000106: Broker: Destroying VM #84
46.831750000000106: Broker: Destroying VM #85
46.831750000000106: Broker: Destroying VM #86
46.831750000000106: Broker: Destroying VM #87
46.831750000000106: Broker: Destroying VM #88
46.831750000000106: Broker: Destroying VM #89
46.831750000000106: Broker: Destroying VM #90
46.831750000000106: Broker: Destroying VM #91
46.831750000000106: Broker: Destroying VM #92
46.831750000000106: Broker: Destroying VM #93
46.831750000000106: Broker: Destroying VM #94
46.831750000000106: Broker: Destroying VM #95
46.831750000000106: Broker: Destroying VM #96
46.831750000000106: Broker: Destroying VM #97
46.831750000000106: Broker: Destroying VM #98
46.831750000000106: Broker: Destroying VM #99
46.831750000000106: Broker: Destroying VM #100
46.831750000000106: Broker: Destroying VM #101
46.831750000000106: Broker: Destroying VM #102
46.831750000000106: Broker: Destroying VM #103
46.831750000000106: Broker: Destroying VM #104
46.831750000000106: Broker: Destroying VM #105
46.831750000000106: Broker: Destroying VM #106
46.831750000000106: Broker: Destroying VM #107
46.831750000000106: Broker: Destroying VM #108
46.831750000000106: Broker: Destroying VM #109
46.831750000000106: Broker: Destroying VM #110
46.831750000000106: Broker: Destroying VM #111
46.831750000000106: Broker: Destroying VM #112
46.831750000000106: Broker: Destroying VM #113
46.831750000000106: Broker: Destroying VM #114
46.831750000000106: Broker: Destroying VM #115
46.831750000000106: Broker: Destroying VM #116
46.831750000000106: Broker: Destroying VM #117
46.831750000000106: Broker: Destroying VM #118
46.831750000000106: Broker: Destroying VM #119
46.831750000000106: Broker: Destroying VM #120
46.831750000000106: Broker: Destroying VM #121
46.831750000000106: Broker: Destroying VM #122
46.831750000000106: Broker: Destroying VM #123
46.831750000000106: Broker: Destroying VM #124
46.831750000000106: Broker: Destroying VM #125
46.831750000000106: Broker: Destroying VM #126
46.831750000000106: Broker: Destroying VM #127
46.831750000000106: Broker: Destroying VM #128
46.831750000000106: Broker: Destroying VM #129
46.831750000000106: Broker: Destroying VM #130
46.831750000000106: Broker: Destroying VM #131
46.831750000000106: Broker: Destroying VM #132
46.831750000000106: Broker: Destroying VM #133
46.831750000000106: Broker: Destroying VM #134
46.831750000000106: Broker: Destroying VM #135
46.831750000000106: Broker: Destroying VM #136
46.831750000000106: Broker: Destroying VM #137
46.831750000000106: Broker: Destroying VM #138
46.831750000000106: Broker: Destroying VM #139
46.831750000000106: Broker: Destroying VM #140
46.831750000000106: Broker: Destroying VM #141
46.831750000000106: Broker: Destroying VM #142
46.831750000000106: Broker: Destroying VM #143
46.831750000000106: Broker: Destroying VM #144
46.831750000000106: Broker: Destroying VM #145
46.831750000000106: Broker: Destroying VM #146
46.831750000000106: Broker: Destroying VM #147
46.831750000000106: Broker: Destroying VM #148
46.831750000000106: Broker: Destroying VM #149
46.831750000000106: Broker: Destroying VM #150
46.831750000000106: Broker: Destroying VM #151
46.831750000000106: Broker: Destroying VM #152
46.831750000000106: Broker: Destroying VM #153
46.831750000000106: Broker: Destroying VM #154
46.831750000000106: Broker: Destroying VM #155
46.831750000000106: Broker: Destroying VM #156
46.831750000000106: Broker: Destroying VM #157
46.831750000000106: Broker: Destroying VM #158
46.831750000000106: Broker: Destroying VM #159
46.831750000000106: Broker: Destroying VM #160
46.831750000000106: Broker: Destroying VM #161
46.831750000000106: Broker: Destroying VM #162
46.831750000000106: Broker: Destroying VM #163
46.831750000000106: Broker: Destroying VM #164
46.831750000000106: Broker: Destroying VM #165
46.831750000000106: Broker: Destroying VM #166
46.831750000000106: Broker: Destroying VM #167
46.831750000000106: Broker: Destroying VM #168
46.831750000000106: Broker: Destroying VM #169
46.831750000000106: Broker: Destroying VM #170
46.831750000000106: Broker: Destroying VM #171
46.831750000000106: Broker: Destroying VM #172
46.831750000000106: Broker: Destroying VM #173
46.831750000000106: Broker: Destroying VM #174
46.831750000000106: Broker: Destroying VM #175
46.831750000000106: Broker: Destroying VM #176
46.831750000000106: Broker: Destroying VM #177
46.831750000000106: Broker: Destroying VM #178
46.831750000000106: Broker: Destroying VM #179
46.831750000000106: Broker: Destroying VM #180
46.831750000000106: Broker: Destroying VM #181
46.831750000000106: Broker: Destroying VM #182
46.831750000000106: Broker: Destroying VM #183
46.831750000000106: Broker: Destroying VM #184
46.831750000000106: Broker: Destroying VM #185
46.831750000000106: Broker: Destroying VM #186
46.831750000000106: Broker: Destroying VM #187
46.831750000000106: Broker: Destroying VM #188
46.831750000000106: Broker: Destroying VM #189
46.831750000000106: Broker: Destroying VM #190
46.831750000000106: Broker: Destroying VM #191
46.831750000000106: Broker: Destroying VM #192
46.831750000000106: Broker: Destroying VM #193
46.831750000000106: Broker: Destroying VM #194
46.831750000000106: Broker: Destroying VM #195
46.831750000000106: Broker: Destroying VM #196
46.831750000000106: Broker: Destroying VM #197
46.831750000000106: Broker: Destroying VM #198
46.831750000000106: Broker: Destroying VM #199
46.831750000000106: Broker: Destroying VM #200
46.831750000000106: Broker: Destroying VM #201
46.831750000000106: Broker: Destroying VM #202
46.831750000000106: Broker: Destroying VM #203
46.831750000000106: Broker: Destroying VM #204
46.831750000000106: Broker: Destroying VM #205
46.831750000000106: Broker: Destroying VM #206
46.831750000000106: Broker: Destroying VM #207
46.831750000000106: Broker: Destroying VM #208
46.831750000000106: Broker: Destroying VM #209
46.831750000000106: Broker: Destroying VM #210
46.831750000000106: Broker: Destroying VM #211
46.831750000000106: Broker: Destroying VM #212
46.831750000000106: Broker: Destroying VM #213
46.831750000000106: Broker: Destroying VM #214
46.831750000000106: Broker: Destroying VM #215
46.831750000000106: Broker: Destroying VM #216
46.831750000000106: Broker: Destroying VM #217
46.831750000000106: Broker: Destroying VM #218
46.831750000000106: Broker: Destroying VM #219
46.831750000000106: Broker: Destroying VM #220
46.831750000000106: Broker: Destroying VM #221
46.831750000000106: Broker: Destroying VM #222
46.831750000000106: Broker: Destroying VM #223
46.831750000000106: Broker: Destroying VM #224
46.831750000000106: Broker: Destroying VM #225
46.831750000000106: Broker: Destroying VM #226
46.831750000000106: Broker: Destroying VM #227
46.831750000000106: Broker: Destroying VM #228
46.831750000000106: Broker: Destroying VM #229
46.831750000000106: Broker: Destroying VM #230
46.831750000000106: Broker: Destroying VM #231
46.831750000000106: Broker: Destroying VM #232
46.831750000000106: Broker: Destroying VM #233
46.831750000000106: Broker: Destroying VM #234
46.831750000000106: Broker: Destroying VM #235
46.831750000000106: Broker: Destroying VM #236
46.831750000000106: Broker: Destroying VM #237
46.831750000000106: Broker: Destroying VM #238
46.831750000000106: Broker: Destroying VM #239
46.831750000000106: Broker: Destroying VM #240
46.831750000000106: Broker: Destroying VM #241
46.831750000000106: Broker: Destroying VM #242
46.831750000000106: Broker: Destroying VM #243
46.831750000000106: Broker: Destroying VM #244
46.831750000000106: Broker: Destroying VM #245
46.831750000000106: Broker: Destroying VM #246
46.831750000000106: Broker: Destroying VM #247
46.831750000000106: Broker: Destroying VM #248
46.831750000000106: Broker: Destroying VM #249
46.831750000000106: Broker: Destroying VM #250
46.831750000000106: Broker: Destroying VM #251
46.831750000000106: Broker: Destroying VM #252
46.831750000000106: Broker: Destroying VM #253
46.831750000000106: Broker: Destroying VM #254
46.831750000000106: Broker: Destroying VM #255
46.831750000000106: Broker: Destroying VM #256
46.831750000000106: Broker: Destroying VM #257
46.831750000000106: Broker: Destroying VM #258
46.831750000000106: Broker: Destroying VM #259
46.831750000000106: Broker: Destroying VM #260
46.831750000000106: Broker: Destroying VM #261
46.831750000000106: Broker: Destroying VM #262
46.831750000000106: Broker: Destroying VM #263
46.831750000000106: Broker: Destroying VM #264
46.831750000000106: Broker: Destroying VM #265
46.831750000000106: Broker: Destroying VM #266
46.831750000000106: Broker: Destroying VM #267
46.831750000000106: Broker: Destroying VM #268
46.831750000000106: Broker: Destroying VM #269
46.831750000000106: Broker: Destroying VM #270
46.831750000000106: Broker: Destroying VM #271
46.831750000000106: Broker: Destroying VM #272
46.831750000000106: Broker: Destroying VM #273
46.831750000000106: Broker: Destroying VM #274
46.831750000000106: Broker: Destroying VM #275
46.831750000000106: Broker: Destroying VM #276
46.831750000000106: Broker: Destroying VM #277
46.831750000000106: Broker: Destroying VM #278
46.831750000000106: Broker: Destroying VM #279
46.831750000000106: Broker: Destroying VM #280
46.831750000000106: Broker: Destroying VM #281
46.831750000000106: Broker: Destroying VM #282
46.831750000000106: Broker: Destroying VM #283
46.831750000000106: Broker: Destroying VM #284
46.831750000000106: Broker: Destroying VM #285
46.831750000000106: Broker: Destroying VM #286
46.831750000000106: Broker: Destroying VM #287
46.831750000000106: Broker: Destroying VM #288
46.831750000000106: Broker: Destroying VM #289
46.831750000000106: Broker: Destroying VM #290
46.831750000000106: Broker: Destroying VM #291
46.831750000000106: Broker: Destroying VM #292
46.831750000000106: Broker: Destroying VM #293
46.831750000000106: Broker: Destroying VM #294
46.831750000000106: Broker: Destroying VM #295
46.831750000000106: Broker: Destroying VM #296
46.831750000000106: Broker: Destroying VM #297
46.831750000000106: Broker: Destroying VM #298
46.831750000000106: Broker: Destroying VM #299
46.831750000000106: Broker: Destroying VM #300
46.831750000000106: Broker: Destroying VM #301
46.831750000000106: Broker: Destroying VM #302
46.831750000000106: Broker: Destroying VM #303
46.831750000000106: Broker: Destroying VM #304
46.831750000000106: Broker: Destroying VM #305
46.831750000000106: Broker: Destroying VM #306
46.831750000000106: Broker: Destroying VM #307
46.831750000000106: Broker: Destroying VM #308
46.831750000000106: Broker: Destroying VM #309
46.831750000000106: Broker: Destroying VM #310
46.831750000000106: Broker: Destroying VM #311
46.831750000000106: Broker: Destroying VM #312
46.831750000000106: Broker: Destroying VM #313
46.831750000000106: Broker: Destroying VM #314
46.831750000000106: Broker: Destroying VM #315
46.831750000000106: Broker: Destroying VM #316
46.831750000000106: Broker: Destroying VM #317
46.831750000000106: Broker: Destroying VM #318
46.831750000000106: Broker: Destroying VM #319
46.831750000000106: Broker: Destroying VM #320
46.831750000000106: Broker: Destroying VM #321
46.831750000000106: Broker: Destroying VM #322
46.831750000000106: Broker: Destroying VM #323
46.831750000000106: Broker: Destroying VM #324
46.831750000000106: Broker: Destroying VM #325
46.831750000000106: Broker: Destroying VM #326
46.831750000000106: Broker: Destroying VM #327
46.831750000000106: Broker: Destroying VM #328
46.831750000000106: Broker: Destroying VM #329
46.831750000000106: Broker: Destroying VM #330
46.831750000000106: Broker: Destroying VM #331
46.831750000000106: Broker: Destroying VM #332
46.831750000000106: Broker: Destroying VM #333
46.831750000000106: Broker: Destroying VM #334
46.831750000000106: Broker: Destroying VM #335
46.831750000000106: Broker: Destroying VM #336
46.831750000000106: Broker: Destroying VM #337
46.831750000000106: Broker: Destroying VM #338
46.831750000000106: Broker: Destroying VM #339
46.831750000000106: Broker: Destroying VM #340
46.831750000000106: Broker: Destroying VM #341
46.831750000000106: Broker: Destroying VM #342
46.831750000000106: Broker: Destroying VM #343
46.831750000000106: Broker: Destroying VM #344
46.831750000000106: Broker: Destroying VM #345
46.831750000000106: Broker: Destroying VM #346
46.831750000000106: Broker: Destroying VM #347
46.831750000000106: Broker: Destroying VM #348
46.831750000000106: Broker: Destroying VM #349
46.831750000000106: Broker: Destroying VM #350
46.831750000000106: Broker: Destroying VM #351
46.831750000000106: Broker: Destroying VM #352
46.831750000000106: Broker: Destroying VM #353
46.831750000000106: Broker: Destroying VM #354
46.831750000000106: Broker: Destroying VM #355
46.831750000000106: Broker: Destroying VM #356
46.831750000000106: Broker: Destroying VM #357
46.831750000000106: Broker: Destroying VM #358
46.831750000000106: Broker: Destroying VM #359
46.831750000000106: Broker: Destroying VM #360
46.831750000000106: Broker: Destroying VM #361
46.831750000000106: Broker: Destroying VM #362
46.831750000000106: Broker: Destroying VM #363
46.831750000000106: Broker: Destroying VM #364
46.831750000000106: Broker: Destroying VM #365
46.831750000000106: Broker: Destroying VM #366
46.831750000000106: Broker: Destroying VM #367
46.831750000000106: Broker: Destroying VM #368
46.831750000000106: Broker: Destroying VM #369
46.831750000000106: Broker: Destroying VM #370
46.831750000000106: Broker: Destroying VM #371
46.831750000000106: Broker: Destroying VM #372
46.831750000000106: Broker: Destroying VM #373
46.831750000000106: Broker: Destroying VM #374
46.831750000000106: Broker: Destroying VM #375
46.831750000000106: Broker: Destroying VM #376
46.831750000000106: Broker: Destroying VM #377
46.831750000000106: Broker: Destroying VM #378
46.831750000000106: Broker: Destroying VM #379
46.831750000000106: Broker: Destroying VM #380
46.831750000000106: Broker: Destroying VM #381
46.831750000000106: Broker: Destroying VM #382
46.831750000000106: Broker: Destroying VM #383
46.831750000000106: Broker: Destroying VM #384
46.831750000000106: Broker: Destroying VM #385
46.831750000000106: Broker: Destroying VM #386
46.831750000000106: Broker: Destroying VM #387
46.831750000000106: Broker: Destroying VM #388
46.831750000000106: Broker: Destroying VM #389
46.831750000000106: Broker: Destroying VM #390
46.831750000000106: Broker: Destroying VM #391
46.831750000000106: Broker: Destroying VM #392
46.831750000000106: Broker: Destroying VM #393
46.831750000000106: Broker: Destroying VM #394
46.831750000000106: Broker: Destroying VM #395
46.831750000000106: Broker: Destroying VM #396
46.831750000000106: Broker: Destroying VM #397
46.831750000000106: Broker: Destroying VM #398
46.831750000000106: Broker: Destroying VM #399
46.831750000000106: Broker: Destroying VM #400
46.831750000000106: Broker: Destroying VM #401
46.831750000000106: Broker: Destroying VM #402
46.831750000000106: Broker: Destroying VM #403
46.831750000000106: Broker: Destroying VM #404
46.831750000000106: Broker: Destroying VM #405
46.831750000000106: Broker: Destroying VM #406
46.831750000000106: Broker: Destroying VM #407
46.831750000000106: Broker: Destroying VM #408
46.831750000000106: Broker: Destroying VM #409
46.831750000000106: Broker: Destroying VM #410
46.831750000000106: Broker: Destroying VM #411
46.831750000000106: Broker: Destroying VM #412
46.831750000000106: Broker: Destroying VM #413
46.831750000000106: Broker: Destroying VM #414
46.831750000000106: Broker: Destroying VM #415
46.831750000000106: Broker: Destroying VM #416
46.831750000000106: Broker: Destroying VM #417
46.831750000000106: Broker: Destroying VM #418
46.831750000000106: Broker: Destroying VM #419
46.831750000000106: Broker: Destroying VM #420
46.831750000000106: Broker: Destroying VM #421
46.831750000000106: Broker: Destroying VM #422
46.831750000000106: Broker: Destroying VM #423
46.831750000000106: Broker: Destroying VM #424
46.831750000000106: Broker: Destroying VM #425
46.831750000000106: Broker: Destroying VM #426
46.831750000000106: Broker: Destroying VM #427
46.831750000000106: Broker: Destroying VM #428
46.831750000000106: Broker: Destroying VM #429
46.831750000000106: Broker: Destroying VM #430
46.831750000000106: Broker: Destroying VM #431
46.831750000000106: Broker: Destroying VM #432
46.831750000000106: Broker: Destroying VM #433
46.831750000000106: Broker: Destroying VM #434
46.831750000000106: Broker: Destroying VM #435
46.831750000000106: Broker: Destroying VM #436
46.831750000000106: Broker: Destroying VM #437
46.831750000000106: Broker: Destroying VM #438
46.831750000000106: Broker: Destroying VM #439
46.831750000000106: Broker: Destroying VM #440
46.831750000000106: Broker: Destroying VM #441
46.831750000000106: Broker: Destroying VM #442
46.831750000000106: Broker: Destroying VM #443
46.831750000000106: Broker: Destroying VM #444
46.831750000000106: Broker: Destroying VM #445
46.831750000000106: Broker: Destroying VM #446
46.831750000000106: Broker: Destroying VM #447
46.831750000000106: Broker: Destroying VM #448
46.831750000000106: Broker: Destroying VM #449
46.831750000000106: Broker: Destroying VM #450
46.831750000000106: Broker: Destroying VM #451
46.831750000000106: Broker: Destroying VM #452
46.831750000000106: Broker: Destroying VM #453
46.831750000000106: Broker: Destroying VM #454
46.831750000000106: Broker: Destroying VM #455
46.831750000000106: Broker: Destroying VM #456
46.831750000000106: Broker: Destroying VM #457
46.831750000000106: Broker: Destroying VM #458
46.831750000000106: Broker: Destroying VM #459
46.831750000000106: Broker: Destroying VM #460
46.831750000000106: Broker: Destroying VM #461
46.831750000000106: Broker: Destroying VM #462
46.831750000000106: Broker: Destroying VM #463
46.831750000000106: Broker: Destroying VM #464
46.831750000000106: Broker: Destroying VM #465
46.831750000000106: Broker: Destroying VM #466
46.831750000000106: Broker: Destroying VM #467
46.831750000000106: Broker: Destroying VM #468
46.831750000000106: Broker: Destroying VM #469
46.831750000000106: Broker: Destroying VM #470
46.831750000000106: Broker: Destroying VM #471
46.831750000000106: Broker: Destroying VM #472
46.831750000000106: Broker: Destroying VM #473
46.831750000000106: Broker: Destroying VM #474
46.831750000000106: Broker: Destroying VM #475
46.831750000000106: Broker: Destroying VM #476
46.831750000000106: Broker: Destroying VM #477
46.831750000000106: Broker: Destroying VM #478
46.831750000000106: Broker: Destroying VM #479
46.831750000000106: Broker: Destroying VM #480
46.831750000000106: Broker: Destroying VM #481
46.831750000000106: Broker: Destroying VM #482
46.831750000000106: Broker: Destroying VM #483
46.831750000000106: Broker: Destroying VM #484
46.831750000000106: Broker: Destroying VM #485
46.831750000000106: Broker: Destroying VM #486
46.831750000000106: Broker: Destroying VM #487
46.831750000000106: Broker: Destroying VM #488
46.831750000000106: Broker: Destroying VM #489
46.831750000000106: Broker: Destroying VM #490
46.831750000000106: Broker: Destroying VM #491
46.831750000000106: Broker: Destroying VM #492
46.831750000000106: Broker: Destroying VM #493
46.831750000000106: Broker: Destroying VM #494
46.831750000000106: Broker: Destroying VM #495
46.831750000000106: Broker: Destroying VM #496
46.831750000000106: Broker: Destroying VM #497
46.831750000000106: Broker: Destroying VM #498
46.831750000000106: Broker: Destroying VM #499
Broker is shutting down...
Simulation: No more future events
CloudInformationService: Notify all CloudSim entities for shutting down.
Datacenter0 is shutting down...
Datacenter1 is shutting down...
Datacenter2 is shutting down...
Broker is shutting down...
Simulation completed.
Simulation completed.

========== OUTPUT ==========
Cloudlet ID    STATUS    Data center ID    VM ID    Time    Start Time    Finish Time    BWCost    CPUCost
    344        SUCCESS        4            301        0.3        0.3        2.82            34.9            2.26
    433        SUCCESS        4            226        0.3        0.3        2.93            46.2            2.36
    230        SUCCESS        4            304        0.3        0.3        2.93            18.6            2.36
    406        SUCCESS        4            329        0.3        0.3        2.93            45.2            2.36
    338        SUCCESS        4            353        0.3        0.3        2.93            38.1            2.36
    382        SUCCESS        4            404        0.3        0.3        2.93            45.7            2.36
    365        SUCCESS        4            473        0.3        0.3        2.93            24.7            2.36
    29        SUCCESS        4            478        0.3        0.3        2.93            20.3            2.36
    132        SUCCESS        4            207        0.3        0.3        3.03            47.1            2.46
    288        SUCCESS        4            340        0.3        0.3        3.03            25.8            2.46
    39        SUCCESS        4            344        0.3        0.3        3.03            19.2            2.46
    102        SUCCESS        4            349        0.3        0.3        3.03            20.9            2.46
    376        SUCCESS        4            452        0.3        0.3        3.03            23.6            2.46
    261        SUCCESS        4            227        0.3        0.3        3.13            3.6            2.55
    150        SUCCESS        4            236        0.3        0.3        3.13            19.1            2.55
    421        SUCCESS        4            366        0.3        0.3        3.13            41.1            2.55
    390        SUCCESS        4            264        0.3        0.3        3.24            15.4            2.65
    347        SUCCESS        4            385        0.3        0.3        3.24            37.1            2.65
    260        SUCCESS        4            444        0.3        0.3        3.24            30.5            2.65
    448        SUCCESS        4            446        0.3        0.3        3.24            33.5            2.65
    289        SUCCESS        4            454        0.3        0.3        3.24            34.7            2.65
    115        SUCCESS        4            496        0.3        0.3        3.24            41.2            2.65
    462        SUCCESS        4            302        0.3        0.3        3.35            36.8            2.75
    104        SUCCESS        4            423        0.3        0.3        3.35            33            2.75
    375        SUCCESS        4            479        0.3        0.3        3.35            38.8            2.75
    350        SUCCESS        4            483        0.3        0.3        3.35            51.4            2.75
    13        SUCCESS        4            400        0.3        0.3        3.46            45            2.84
    117        SUCCESS        4            401        0.3        0.3        3.46            43.2            2.84
    205        SUCCESS        4            409        0.3        0.3        3.46            41.4            2.84
    372        SUCCESS        4            424        0.3        0.3        3.46            33.8            2.84
